candidate,gender,party,count,transfer,total,condition,constituency_x,quota,seats,constituency_y
"Gould, Thomas",M,Sinn Féin,9,247.0,8251.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Hurley Roche, Rachel",F,Non-party,9,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kelleher, Garret",M,Fine Gael,9,65.0,3750.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Kenny, Eoghan",M,Labour Party,9,950.0,4624.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Lynch, Joe",M,Sinn Féin,9,65.0,3393.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Maher, John",M,Labour Party,9,-3325.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"McCarthy, Ciaran",M,Social Democrats,9,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Moran, Oliver",M,Green Party,9,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Murphy Kelleher, Sandra",F,Fianna Fáil,9,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"O'Flynn, Ken",M,Independent Ireland,9,484.0,8317.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"O'Sullivan, Padraig",M,Fianna Fáil,9,378.0,9528.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Peters, Joseph",M,Non-party,9,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Toomey, Finian",M,Aontú,9,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Barry, Mick",M,People Before Profit-Solidarity,10,262.0,4724.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Blighe, Derek",M,Ireland First,10,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Burke, Colm",M,Fine Gael,10,44.0,6957.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Condon, Martin",M,Non-party,10,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Daly, Imelda",F,Fine Gael,10,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Donohoe, John",M,Non-party,10,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Doyle, Susan",F,Social Democrats,10,164.0,4098.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Fitzgerald, Tony",M,Fianna Fáil,10,62.0,5000.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Gould, Thomas",M,Sinn Féin,10,2184.0,10435.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Hurley Roche, Rachel",F,Non-party,10,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kelleher, Garret",M,Fine Gael,10,159.0,3909.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Kenny, Eoghan",M,Labour Party,10,103.0,4727.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Lynch, Joe",M,Sinn Féin,10,-3393.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Maher, John",M,Labour Party,10,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"McCarthy, Ciaran",M,Social Democrats,10,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Moran, Oliver",M,Green Party,10,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Murphy Kelleher, Sandra",F,Fianna Fáil,10,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"O'Flynn, Ken",M,Independent Ireland,10,170.0,8487.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"O'Sullivan, Padraig",M,Fianna Fáil,10,60.0,9588.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Peters, Joseph",M,Non-party,10,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Toomey, Finian",M,Aontú,10,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Barry, Mick",M,People Before Profit-Solidarity,11,234.0,4958.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Blighe, Derek",M,Ireland First,11,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Burke, Colm",M,Fine Gael,11,14.0,6971.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Condon, Martin",M,Non-party,11,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Daly, Imelda",F,Fine Gael,11,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Donohoe, John",M,Non-party,11,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Doyle, Susan",F,Social Democrats,11,136.0,4234.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Fitzgerald, Tony",M,Fianna Fáil,11,12.0,5012.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Gould, Thomas",M,Sinn Féin,11,-589.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Hurley Roche, Rachel",F,Non-party,11,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kelleher, Garret",M,Fine Gael,11,21.0,3930.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Kenny, Eoghan",M,Labour Party,11,58.0,4785.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Lynch, Joe",M,Sinn Féin,11,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Maher, John",M,Labour Party,11,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"McCarthy, Ciaran",M,Social Democrats,11,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Moran, Oliver",M,Green Party,11,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Murphy Kelleher, Sandra",F,Fianna Fáil,11,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"O'Flynn, Ken",M,Independent Ireland,11,97.0,8584.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"O'Sullivan, Padraig",M,Fianna Fáil,11,17.0,9605.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Peters, Joseph",M,Non-party,11,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Toomey, Finian",M,Aontú,11,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Barry, Mick",M,People Before Profit-Solidarity,12,147.0,5105.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Blighe, Derek",M,Ireland First,12,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Burke, Colm",M,Fine Gael,12,1710.0,8681.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Condon, Martin",M,Non-party,12,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Daly, Imelda",F,Fine Gael,12,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Donohoe, John",M,Non-party,12,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Doyle, Susan",F,Social Democrats,12,253.0,4487.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Fitzgerald, Tony",M,Fianna Fáil,12,419.0,5431.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Gould, Thomas",M,Sinn Féin,12,0.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Hurley Roche, Rachel",F,Non-party,12,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kelleher, Garret",M,Fine Gael,12,-3930.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kenny, Eoghan",M,Labour Party,12,167.0,4952.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Lynch, Joe",M,Sinn Féin,12,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Maher, John",M,Labour Party,12,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"McCarthy, Ciaran",M,Social Democrats,12,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Moran, Oliver",M,Green Party,12,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Murphy Kelleher, Sandra",F,Fianna Fáil,12,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"O'Flynn, Ken",M,Independent Ireland,12,113.0,8697.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"O'Sullivan, Padraig",M,Fianna Fáil,12,588.0,10193.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Peters, Joseph",M,Non-party,12,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Toomey, Finian",M,Aontú,12,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Barry, Mick",M,People Before Profit-Solidarity,13,1338.0,6443.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Blighe, Derek",M,Ireland First,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Burke, Colm",M,Fine Gael,13,383.0,9064.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Condon, Martin",M,Non-party,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Daly, Imelda",F,Fine Gael,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Donohoe, John",M,Non-party,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Doyle, Susan",F,Social Democrats,13,-4487.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Fitzgerald, Tony",M,Fianna Fáil,13,274.0,5705.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Gould, Thomas",M,Sinn Féin,13,0.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Hurley Roche, Rachel",F,Non-party,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kelleher, Garret",M,Fine Gael,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kenny, Eoghan",M,Labour Party,13,1296.0,6248.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Lynch, Joe",M,Sinn Féin,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Maher, John",M,Labour Party,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"McCarthy, Ciaran",M,Social Democrats,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Moran, Oliver",M,Green Party,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Murphy Kelleher, Sandra",F,Fianna Fáil,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"O'Flynn, Ken",M,Independent Ireland,13,303.0,9000.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"O'Sullivan, Padraig",M,Fianna Fáil,13,0.0,10193.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Peters, Joseph",M,Non-party,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Toomey, Finian",M,Aontú,13,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Barry, Mick",M,People Before Profit-Solidarity,14,554.0,6997.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Blighe, Derek",M,Ireland First,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Burke, Colm",M,Fine Gael,14,2159.0,11223.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Condon, Martin",M,Non-party,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Daly, Imelda",F,Fine Gael,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Donohoe, John",M,Non-party,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Doyle, Susan",F,Social Democrats,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Fitzgerald, Tony",M,Fianna Fáil,14,-5705.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Gould, Thomas",M,Sinn Féin,14,0.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Hurley Roche, Rachel",F,Non-party,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kelleher, Garret",M,Fine Gael,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kenny, Eoghan",M,Labour Party,14,435.0,6683.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Lynch, Joe",M,Sinn Féin,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Maher, John",M,Labour Party,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"McCarthy, Ciaran",M,Social Democrats,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Moran, Oliver",M,Green Party,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Murphy Kelleher, Sandra",F,Fianna Fáil,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"O'Flynn, Ken",M,Independent Ireland,14,1031.0,10031.0,Elected,Cork North-Central,9846,5,Cork North-Central
"O'Sullivan, Padraig",M,Fianna Fáil,14,0.0,10193.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Peters, Joseph",M,Non-party,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Toomey, Finian",M,Aontú,14,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Barry, Mick",M,People Before Profit-Solidarity,15,254.0,7251.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Blighe, Derek",M,Ireland First,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Burke, Colm",M,Fine Gael,15,-1377.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Condon, Martin",M,Non-party,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Daly, Imelda",F,Fine Gael,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Donohoe, John",M,Non-party,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Doyle, Susan",F,Social Democrats,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Fitzgerald, Tony",M,Fianna Fáil,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Gould, Thomas",M,Sinn Féin,15,0.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Hurley Roche, Rachel",F,Non-party,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kelleher, Garret",M,Fine Gael,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kenny, Eoghan",M,Labour Party,15,567.0,7250.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Lynch, Joe",M,Sinn Féin,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Maher, John",M,Labour Party,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"McCarthy, Ciaran",M,Social Democrats,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Moran, Oliver",M,Green Party,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Murphy Kelleher, Sandra",F,Fianna Fáil,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"O'Flynn, Ken",M,Independent Ireland,15,0.0,10031.0,Elected,Cork North-Central,9846,5,Cork North-Central
"O'Sullivan, Padraig",M,Fianna Fáil,15,0.0,10193.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Peters, Joseph",M,Non-party,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Toomey, Finian",M,Aontú,15,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Barry, Mick",M,People Before Profit-Solidarity,16,58.0,7309.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Blighe, Derek",M,Ireland First,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Burke, Colm",M,Fine Gael,16,0.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Condon, Martin",M,Non-party,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Daly, Imelda",F,Fine Gael,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Donohoe, John",M,Non-party,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Doyle, Susan",F,Social Democrats,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Fitzgerald, Tony",M,Fianna Fáil,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Gould, Thomas",M,Sinn Féin,16,0.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Hurley Roche, Rachel",F,Non-party,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kelleher, Garret",M,Fine Gael,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kenny, Eoghan",M,Labour Party,16,143.0,7393.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Lynch, Joe",M,Sinn Féin,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Maher, John",M,Labour Party,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"McCarthy, Ciaran",M,Social Democrats,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Moran, Oliver",M,Green Party,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Murphy Kelleher, Sandra",F,Fianna Fáil,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"O'Flynn, Ken",M,Independent Ireland,16,0.0,10031.0,Elected,Cork North-Central,9846,5,Cork North-Central
"O'Sullivan, Padraig",M,Fianna Fáil,16,-347.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Peters, Joseph",M,Non-party,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Toomey, Finian",M,Aontú,16,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Barry, Mick",M,People Before Profit-Solidarity,17,117.0,7426.0,Continuing,Cork North-Central,9846,5,Cork North-Central
"Blighe, Derek",M,Ireland First,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Burke, Colm",M,Fine Gael,17,0.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Condon, Martin",M,Non-party,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Daly, Imelda",F,Fine Gael,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Donohoe, John",M,Non-party,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Doyle, Susan",F,Social Democrats,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Fitzgerald, Tony",M,Fianna Fáil,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Gould, Thomas",M,Sinn Féin,17,0.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Hurley Roche, Rachel",F,Non-party,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kelleher, Garret",M,Fine Gael,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Kenny, Eoghan",M,Labour Party,17,68.0,7461.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Lynch, Joe",M,Sinn Féin,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Maher, John",M,Labour Party,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"McCarthy, Ciaran",M,Social Democrats,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Moran, Oliver",M,Green Party,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Murphy Kelleher, Sandra",F,Fianna Fáil,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"O'Flynn, Ken",M,Independent Ireland,17,-185.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"O'Sullivan, Padraig",M,Fianna Fáil,17,0.0,9846.0,Elected,Cork North-Central,9846,5,Cork North-Central
"Peters, Joseph",M,Non-party,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Toomey, Finian",M,Aontú,17,0.0,0.0,Eliminated,Cork North-Central,9846,5,Cork North-Central
"Burke, Conor",M,People Before Profit-Solidarity,1,0.0,1238.0,Continuing,Galway East,10843,4,Galway East
"Canney, Seán",M,Non-party,1,0.0,10030.0,Continuing,Galway East,10843,4,Galway East
"Dolan, Albert",M,Fianna Fáil,1,0.0,10140.0,Continuing,Galway East,10843,4,Galway East
"Geraghty, Declan",M,Independent Ireland,1,0.0,5150.0,Continuing,Galway East,10843,4,Galway East
"Higgins, Clodagh",F,Fine Gael,1,0.0,3458.0,Continuing,Galway East,10843,4,Galway East
"Landy, Fergal",M,Non-party,1,0.0,385.0,Continuing,Galway East,10843,4,Galway East
"Madden, Eoin",M,Green Party,1,0.0,1263.0,Continuing,Galway East,10843,4,Galway East
"Madden, Niamh",F,Fine Gael,1,0.0,2765.0,Continuing,Galway East,10843,4,Galway East
"Madden, Paul",M,Non-party,1,0.0,585.0,Continuing,Galway East,10843,4,Galway East
"O'Hara, Louis",M,Sinn Féin,1,0.0,7459.0,Continuing,Galway East,10843,4,Galway East
"O'Reilly, David",M,The Irish People,1,0.0,610.0,Continuing,Galway East,10843,4,Galway East
"Rabbitte, Anne",F,Fianna Fáil,1,0.0,4056.0,Continuing,Galway East,10843,4,Galway East
"Roche, Peter",M,Fine Gael,1,0.0,5521.0,Continuing,Galway East,10843,4,Galway East
"Silke, Luke",M,Aontú,1,0.0,1554.0,Continuing,Galway East,10843,4,Galway East
"Burke, Conor",M,People Before Profit-Solidarity,2,74.0,1312.0,Continuing,Galway East,10843,4,Galway East
"Canney, Seán",M,Non-party,2,46.0,10076.0,Continuing,Galway East,10843,4,Galway East
"Dolan, Albert",M,Fianna Fáil,2,22.0,10162.0,Continuing,Galway East,10843,4,Galway East
"Geraghty, Declan",M,Independent Ireland,2,8.0,5158.0,Continuing,Galway East,10843,4,Galway East
"Higgins, Clodagh",F,Fine Gael,2,19.0,3477.0,Continuing,Galway East,10843,4,Galway East
"Landy, Fergal",M,Non-party,2,-385.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Eoin",M,Green Party,2,93.0,1356.0,Continuing,Galway East,10843,4,Galway East
"Madden, Niamh",F,Fine Gael,2,12.0,2777.0,Continuing,Galway East,10843,4,Galway East
"Madden, Paul",M,Non-party,2,35.0,620.0,Continuing,Galway East,10843,4,Galway East
"O'Hara, Louis",M,Sinn Féin,2,43.0,7502.0,Continuing,Galway East,10843,4,Galway East
"O'Reilly, David",M,The Irish People,2,2.0,612.0,Continuing,Galway East,10843,4,Galway East
"Rabbitte, Anne",F,Fianna Fáil,2,7.0,4063.0,Continuing,Galway East,10843,4,Galway East
"Roche, Peter",M,Fine Gael,2,12.0,5533.0,Continuing,Galway East,10843,4,Galway East
"Silke, Luke",M,Aontú,2,3.0,1557.0,Continuing,Galway East,10843,4,Galway East
"Burke, Conor",M,People Before Profit-Solidarity,3,61.0,1373.0,Continuing,Galway East,10843,4,Galway East
"Canney, Seán",M,Non-party,3,247.0,10323.0,Continuing,Galway East,10843,4,Galway East
"Dolan, Albert",M,Fianna Fáil,3,73.0,10235.0,Continuing,Galway East,10843,4,Galway East
"Geraghty, Declan",M,Independent Ireland,3,265.0,5423.0,Continuing,Galway East,10843,4,Galway East
"Higgins, Clodagh",F,Fine Gael,3,33.0,3510.0,Continuing,Galway East,10843,4,Galway East
"Landy, Fergal",M,Non-party,3,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Eoin",M,Green Party,3,18.0,1374.0,Continuing,Galway East,10843,4,Galway East
"Madden, Niamh",F,Fine Gael,3,66.0,2843.0,Continuing,Galway East,10843,4,Galway East
"Madden, Paul",M,Non-party,3,-620.0,0.0,Eliminated,Galway East,10843,4,Galway East
"O'Hara, Louis",M,Sinn Féin,3,133.0,7635.0,Continuing,Galway East,10843,4,Galway East
"O'Reilly, David",M,The Irish People,3,-612.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Rabbitte, Anne",F,Fianna Fáil,3,38.0,4101.0,Continuing,Galway East,10843,4,Galway East
"Roche, Peter",M,Fine Gael,3,18.0,5551.0,Continuing,Galway East,10843,4,Galway East
"Silke, Luke",M,Aontú,3,213.0,1770.0,Continuing,Galway East,10843,4,Galway East
"Burke, Conor",M,People Before Profit-Solidarity,4,-1373.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Canney, Seán",M,Non-party,4,179.0,10502.0,Continuing,Galway East,10843,4,Galway East
"Dolan, Albert",M,Fianna Fáil,4,51.0,10286.0,Continuing,Galway East,10843,4,Galway East
"Geraghty, Declan",M,Independent Ireland,4,64.0,5487.0,Continuing,Galway East,10843,4,Galway East
"Higgins, Clodagh",F,Fine Gael,4,35.0,3545.0,Continuing,Galway East,10843,4,Galway East
"Landy, Fergal",M,Non-party,4,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Eoin",M,Green Party,4,313.0,1687.0,Continuing,Galway East,10843,4,Galway East
"Madden, Niamh",F,Fine Gael,4,14.0,2857.0,Continuing,Galway East,10843,4,Galway East
"Madden, Paul",M,Non-party,4,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"O'Hara, Louis",M,Sinn Féin,4,555.0,8190.0,Continuing,Galway East,10843,4,Galway East
"O'Reilly, David",M,The Irish People,4,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Rabbitte, Anne",F,Fianna Fáil,4,17.0,4118.0,Continuing,Galway East,10843,4,Galway East
"Roche, Peter",M,Fine Gael,4,22.0,5573.0,Continuing,Galway East,10843,4,Galway East
"Silke, Luke",M,Aontú,4,48.0,1818.0,Continuing,Galway East,10843,4,Galway East
"Burke, Conor",M,People Before Profit-Solidarity,5,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Canney, Seán",M,Non-party,5,193.0,10695.0,Continuing,Galway East,10843,4,Galway East
"Dolan, Albert",M,Fianna Fáil,5,224.0,10510.0,Continuing,Galway East,10843,4,Galway East
"Geraghty, Declan",M,Independent Ireland,5,35.0,5522.0,Continuing,Galway East,10843,4,Galway East
"Higgins, Clodagh",F,Fine Gael,5,247.0,3792.0,Continuing,Galway East,10843,4,Galway East
"Landy, Fergal",M,Non-party,5,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Eoin",M,Green Party,5,-1687.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Madden, Niamh",F,Fine Gael,5,123.0,2980.0,Continuing,Galway East,10843,4,Galway East
"Madden, Paul",M,Non-party,5,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"O'Hara, Louis",M,Sinn Féin,5,418.0,8608.0,Continuing,Galway East,10843,4,Galway East
"O'Reilly, David",M,The Irish People,5,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Rabbitte, Anne",F,Fianna Fáil,5,148.0,4266.0,Continuing,Galway East,10843,4,Galway East
"Roche, Peter",M,Fine Gael,5,103.0,5676.0,Continuing,Galway East,10843,4,Galway East
"Silke, Luke",M,Aontú,5,47.0,1865.0,Continuing,Galway East,10843,4,Galway East
"Burke, Conor",M,People Before Profit-Solidarity,6,0.0,0.0,Eliminated,Galway East,10843,4,Galway East
"Canney, Seán",M,Non-party,6,509.0,11204.0,Elected,Galway East,10843,4,Galway East
"Dolan, Albert",M,Fianna Fáil,6,161.0,10671.0,Continuing,Galway East,10843,4,Galway East
